gene_name,family_id,description,is_clock_network_gene,family_size
NCU02596,8208,Uncharacterized protein,True,1
NCU02595,8209,DUF1687-domain-containing protein,True,1
NCU02594,8210,RRM domain-containing protein,False,1
NCU02593,8211,Uncharacterized protein,False,1
NCU02592,8212,Chitin synthase activator,False,1
NCU02590,8213,Uncharacterized protein,False,1
NCU07508,8214,Uncharacterized protein,False,1
NCU07505,8215,Mito ribosomal protein L18,False,1
NCU07503,8216,Uncharacterized protein,False,1
NCU07502,8217,Heterokaryon incompatibility domain-containing protein,False,1
NCU07497,8218,Sm domain-containing protein,True,1
NCU07495,8219,Sphingolipid long chain base-responsive protein LSP1,True,1
NCU07491,8220,Integral membrane protein,False,1
NCU07486,8221,LysM domain-containing protein,False,1
NCU07485,8222,DUF7136 domain-containing protein,False,1
NCU07481,8223,Morphogenesis protein,False,1
NCU07480,8224,Uncharacterized protein,False,1
NCU02503,8225,Uncharacterized protein,False,1
NCU02502,8226,S-adenosyl-methionine-sterol-C,True,1
NCU02501,8227,Uncharacterized protein,False,1
NCU02499,8228,DNL zinc finger domain-containing protein,True,1
NCU02498,8229,Cullin-3,True,1
NCU02495,8230,CwfJ domain-containing protein,True,1
NCU02494,8231,Uncharacterized protein,False,1
NCU02492,8232,Uncharacterized protein,True,1
NCU02491,8233,DNAJ domain-containing protein,False,1
NCU02490,8234,DnaJ domain-containing protein,False,1
NCU10933,8235,DUF7726 domain-containing protein,False,1
NCU02488,8236,Uncharacterized protein,False,1
NCU02487,8237,C2H2-type domain-containing protein,False,1
NCU02486,8238,Uncharacterized protein,False,1
NCU02485,8239,Acetyl-CoA synthetase-like protein,False,1
NCU02483,8240,Secreted protein,False,1
NCU02479,8241,Glutamine synthetase,False,1
NCU02477,8242,Ribosome biogenesis protein Sqt1,False,1
tom5,8243,Outer mitochondrial membrane translocase 5,False,1
NCU02473,8244,Nucleoporin Nup44,False,1
NCU02467,8245,U2 snRNP component IST3,True,1
NCU02465,8246,Uncharacterized protein,False,1
NCU02750,8247,PH domain-containing protein,True,1
NCU02747,8248,DUF726 domain-containing protein,False,1
NCU02744,8249,60S ribosomal protein L9,False,1
NCU02742,8250,Uncharacterized protein,False,1
NCU02740,8251,Uncharacterized protein,False,1
NCU02739,8252,Transcription factor RfeD,False,1
NCU02735,8253,Uncharacterized protein,False,1
NCU02734,8254,Citrate lyase beta subunit,False,1
NCU02731,8255,Uncharacterized protein,False,1
NCU02730,8256,Uncharacterized protein,False,1
NCU02729,8257,Transducin family protein,True,1
NCU02722,8258,Uncharacterized protein,False,1
NCU02721,8259,Uncharacterized protein,False,1
NCU00986,8260,SnoaL-like domain-containing protein,False,1
NCU00985,8261,Hydrolase,True,1
NCU00983,8262,Integral membrane protein,True,1
NCU00976,8263,Uncharacterized protein,False,1
NCU00975,8264,F-box domain-containing protein,False,1
NCU00973,8265,Enoyl reductase (ER) domain-containing protein,True,1
NCU00971,8266,Ribosomal protein S12,False,1
NCU00970,8267,SET domain-containing protein,False,1
NCU00961,8268,Uncharacterized protein,True,1
NCU00960,8269,Uncharacterized protein,False,1
acw-2,8270,Anchored cell wall protein 2,False,1
NCU00955,8271,Monooxygenase,True,1
NCU00949,8272,Pt repeat family protein,False,1
NCU00948,8273,Uncharacterized protein,False,1
NCU00946,8274,Uncharacterized protein,False,1
col-20,8275,Fungal specific transcription factor,False,1
NCU08103,8276,Uncharacterized protein,False,1
NCU08102,8277,Uncharacterized protein,True,1
NCU08101,8278,Uncharacterized protein,False,1
NCU08100,8279,Uncharacterized protein,False,1
NCU08099,8280,Uncharacterized protein,False,1
NCU08098,8281,Uncharacterized protein,True,1
NCU08096,8282,Uncharacterized protein,False,1
NCU08095,8283,Uncharacterized protein,False,1
NCU08094,8284,Dihydrofolate reductase,False,1
NCU08093,8285,Uncharacterized protein,False,1
NCU08092,8286,Nipsnap family protein,False,1
NCU08090,8287,Uncharacterized protein,True,1
NCU08089,8288,Uncharacterized protein,False,1
NCU08086,8289,Uncharacterized protein,False,1
NCU08085,8290,Uncharacterized protein,False,1
NCU08084,8291,Uncharacterized protein,False,1
NCU08083,8292,Uncharacterized protein,False,1
NCU08081,8293,Uncharacterized protein,True,1
NCU08080,8294,Gram-positive cocci surface proteins LPxTG domain-containing protein,False,1
NCU08079,8295,Uncharacterized protein,False,1
NCU08078,8296,Uncharacterized protein,False,1
NCU08077,8297,Uncharacterized protein,False,1
NCU08076,8298,TPR domain-containing protein,False,1
NCU08075,8299,Uncharacterized protein,False,1
NCU08074,8300,Uncharacterized protein,False,1
NCU08073,8301,Uncharacterized protein,True,1
NCU08069,8302,Uncharacterized protein,False,1
NCU08065,8303,Uncharacterized protein,False,1
NCU08064,8304,Meiotically up-regulated 190 protein,False,1
NCU08059,8305,Uncharacterized protein,False,1
NCU08058,8306,3-hydroxyacyl-CoA dehydrogenase,True,1
NCU08057,8307,Short chain dehydrogenase/reductase,False,1
NCU08053,8308,ADF-H domain-containing protein,False,1
NCU08051,8309,Transferase family protein,False,1
NCU08050,8310,Uncharacterized protein,True,1
NCU08374,8311,Uncharacterized protein,False,1
NCU08372,8312,Triacylglycerol lipase,True,1
NCU08371,8313,DUF1237 domain-containing protein,False,1
NCU08370,8314,Sporulation protein RMD8,False,1
NCU08369,8315,Rhodopsin family protein,True,1
NCU08368,8316,Ribonuclease P complex subunit Pop2,False,1
NCU08367,8317,Uncharacterized protein,False,1
NCU08366,8318,Acyltransferase 3 domain-containing protein,True,1
NCU08364,8319,Choline sulfatase,True,1
NCU08361,8320,Short chain dehydrogenase,False,1
NCU08360,8321,FYVE-domain-containing protein,False,1
NCU08355,8322,Methyltransferase domain-containing protein,False,1
NCU08354,8323,DUF1776-domain-containing protein,True,1
NCU08351,8324,Uncharacterized protein,False,1
NCU08349,8325,Uncharacterized protein,False,1
NCU08348,8326,F-box domain-containing protein,False,1
NCU08347,8327,SprT-like domain-containing protein,False,1
NCU08343,8328,RGS domain-containing protein,False,1
NCU08338,8329,Major facilitator superfamily transporter,False,1
NCU08337,8330,Luciferase domain-containing protein,False,1
NCU08334,8331,DUF8035 domain-containing protein,False,1
NCU03240,8332,Glycosyltransferase 2-like domain-containing protein,False,1
NCU03239,8333,Fms interacting protein,False,1
NCU03237,8334,Mitotic check point protein,False,1
NCU03232,8335,RNA binding protein Pym,False,1
NCU03231,8336,Mitochondrial chaperone BCS1,False,1
NCU03226,8337,Y14 protein,False,1
NCU03225,8338,Cep57 centrosome microtubule-binding domain-containing protein,False,1
NCU03217,8339,MRS7 family protein,True,1
NCU03215,8340,Glycosyl hydrolase,False,1
NCU03213,8341,Mannosylphosphorylation protein,False,1
NCU03212,8342,Inner kinetochore subunit AME1 domain-containing protein,True,1
NCU03211,8343,Autophagy protein,True,1
NCU03210,8344,Uncharacterized protein,True,1
NCU03208,8345,Uncharacterized protein,True,1
NCU03206,8346,C2H2 finger domain-containing protein,False,1
NCU03205,8347,Uncharacterized protein,False,1
NCU03203,8348,Uncharacterized protein,False,1
NCU03202,8349,Uncharacterized protein,False,1
NCU03199,8350,ATP synthase subunit H,False,1
NCU03198,8351,DOMON domain-containing protein,True,1
NCU03195,8352,tRNA-dihydrouridine synthase 4,False,1
NCU03193,8353,Uncharacterized protein,False,1
NCU03192,8354,Uncharacterized protein,True,1
NCU03190,8355,Rec8,True,1
NCU03189,8356,Uncharacterized protein,False,1
NCU03186,8357,Ankyrin repeat and BTB/POZ domain-containing protein,False,1
NCU03032,8358,Betaine lipid synthase,True,1
NCU03023,8359,Phenol 2-monooxygenase,False,1
NCU03022,8360,F-box domain-containing protein,False,1
NCU03020,8361,IdgA domain-containing protein,False,1
NCU03019,8362,Uncharacterized protein,False,1
NCU03018,8363,Small nucleolar ribonucleoprotein complex subunit,True,1
NCU03017,8364,Uncharacterized protein,False,1
NCU02964,8365,DUF7905 domain-containing protein,False,1
NCU02962,8366,Uncharacterized protein,True,1
NCU02961,8367,Exonuclease,False,1
csp-1,8368,Conidial separation-1,False,1
NCU02711,8369,Uncharacterized protein,False,1
NCU02710,8370,Uncharacterized protein,False,1
NCU02705,8371,F1F0 ATP synthase assembly protein Atp10,True,1
NCU02703,8372,Uncharacterized protein,False,1
NCU02700,8373,DUF3074 domain-containing protein,False,1
NCU02699,8374,Zinc finger protein,False,1
NCU02698,8375,Uncharacterized protein,False,1
NCU02695,8376,HMG box domain-containing protein,False,1
NCU02694,8377,Uncharacterized protein,False,1
NCU02692,8378,Uncharacterized protein,False,1
NCU02690,8379,Mitochondrial integral membrane protein,True,1
NCU02686,8380,Uncharacterized protein,True,1
crf4-3,8381,PWWP domain-containing protein,False,1
NCU02682,8382,Beta-xylosidase,True,1
NCU02681,8383,Translocation protein,False,1
NCU02678,8384,G-patch domain-containing protein,False,1
NCU02676,8385,DUF1746 domain-containing protein,False,1
NCU02674,8386,Pentatricopeptide repeat protein,True,1
NCU02673,8387,Uncharacterized protein,False,1
NCU02672,8388,Uncharacterized protein,False,1
NCU02663,8389,"L-lysine 2,3-aminomutase",False,1
NCU02660,8390,DUF962 domain-containing protein,True,1
NCU02659,8391,Uncharacterized protein,False,1
NCU02656,8392,Uncharacterized protein,False,1
NCU02654,8393,Glycosyl hydrolase family 88,True,1
NCU02652,8394,Uncharacterized protein,True,1
NCU02651,8395,Uncharacterized protein,False,1
NCU02648,8396,Methyltransferase,False,1
NCU01923,8397,Uncharacterized protein,False,1
NCU01922,8398,S-adenosyl-L-methionine-dependent methyltransferase,False,1
NCU01920,8399,Uncharacterized protein,False,1
NCU01917,8400,RRM domain-containing protein,False,1
NCU01911,8401,GDP/GTP exchange factor Sec2p,False,1
NCU01910,8402,Uncharacterized protein,False,1
NCU01908,8403,Uncharacterized protein,False,1
NCU01906,8404,GCY protein,True,1
NCU01905,8405,Sorbitol dehydrogenase,False,1
NCU01904,8406,2-deoxy-D-gluconate 3-dehydrogenase,True,1
NCU01903,8407,Pigment biosynthesis protein Ayg1,True,1
NCU01900,8408,Xylosidase/arabinosidase,True,1
NCU01899,8409,Uncharacterized protein,True,1
NCU01897,8410,CCD97-like C-terminal domain-containing protein,False,1
NCU01896,8411,AAA+ ATPase domain-containing protein,False,1
NCU01893,8412,Uncharacterized protein,False,1
NCU01891,8413,MARVEL domain-containing protein,True,1
NCU01889,8414,Tyrosine specific protein phosphatases domain-containing protein,False,1
NCU01886,8415,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU01884,8416,5'-3' DNA helicase ZGRF1-like N-terminal domain-containing protein,False,1
NCU01880,8417,Uncharacterized protein,True,1
NCU01878,8418,Vesicle-mediated transporter,True,1
NCU01877,8419,Uncharacterized protein,False,1
NCU01876,8420,Uncharacterized protein,False,1
NCU01875,8421,Uncharacterized protein,False,1
NCU01874,8422,Uncharacterized protein,False,1
NCU01873,8423,Cellobiose dehydrogenase-like cytochrome domain-containing protein,False,1
NCU01872,8424,Uncharacterized protein,False,1
NCU01869,8425,Uncharacterized protein,False,1
NCU01868,8426,MFS maltose permease MalP,False,1
NCU01866,8427,Lactonohydrolase,False,1
NCU01865,8428,F-box domain-containing protein,False,1
NCU01863,8429,Uncharacterized protein,False,1
NCU01862,8430,SWIRM domain-containing protein FUN19,False,1
NCU01861,8431,Short chain dehydrogenase/reductase family protein,True,1
NCU01860,8432,ATP-grasp domain-containing protein,True,1
NCU02953,8433,Uncharacterized protein,False,1
NCU02952,8434,Mucin-7,False,1
NCU02950,8435,RNA recognition motif-containing protein,False,1
ncw-4,8436,Non-anchored cell wall protein 4,False,1
NCU02947,8437,Amidase domain-containing protein,False,1
NCU02945,8438,Uncharacterized protein,False,1
NCU02944,8439,Uncharacterized protein,False,1
NCU02942,8440,F-box domain-containing protein,False,1
NCU02939,8441,Cyanovirin-N domain-containing protein,False,1
NCU02938,8442,Uncharacterized protein,False,1
NCU02937,8443,Uncharacterized protein,False,1
NCU02931,8444,Transcription factor domain-containing protein,False,1
NCU02930,8445,NADP-dependent oxidoreductase domain-containing protein,False,1
NCU02929,8446,Uncharacterized protein,False,1
NCU02928,8447,Uncharacterized protein,False,1
NCU02913,8448,DNA repair protein rad5,False,1
NCU02910,8449,Biotrophy-associated secreted protein 2,False,1
NCU02908,8450,Uncharacterized protein,False,1
NCU02905,8451,60S ribosomal protein L23,True,1
NCU02904,8452,Alpha/beta hydrolase fold protein,True,1
NCU02903,8453,Integral membrane protein,True,1
NCU02902,8454,Uncharacterized protein,False,1
NCU02901,8455,Uncharacterized protein,False,1
NCU02900,8456,Uncharacterized protein,False,1
NCU02899,8457,Maintenance of telomere capping protein 1,False,1
NCU02898,8458,Uncharacterized protein,False,1
NCU02897,8459,Nephrocystin 3-like N-terminal domain-containing protein,False,1
NCU02895,8460,MutT/nudix family protein,False,1
NCU02894,8461,Flavin-binding monooxygenase,False,1
NCU02890,8462,Uncharacterized protein,True,1
NCU02889,8463,Uncharacterized protein,False,1
NCU02888,8464,Uncharacterized protein,False,1
NCU02887,8465,Voltage-gated potassium channel beta-2 subunit,True,1
NCU02886,8466,Uncharacterized protein,True,1
stk-20,8467,Serine/threonine protein kinase-20,False,1
NCU02884,8468,Copper acquisition factor BIM1-like domain-containing protein,True,1
NCU02883,8469,Uncharacterized protein,True,1
NCU02882,8470,Uncharacterized protein,False,1
NCU02880,8471,Histidine triad hairpin domain-containing protein,True,1
NCU02878,8472,2EXR domain-containing protein,False,1
NCU02877,8473,GRDP1/2 domain-containing protein,False,1
NCU02876,8474,Uncharacterized protein,False,1
NCU02875,8475,Uncharacterized protein,False,1
NCU02585,8476,Aspartyl-tRNA synthetase,False,1
NCU02584,8477,Uncharacterized protein,False,1
NCU02577,8478,Uncharacterized protein,False,1
NCU02572,8479,U5 small nuclear ribonucleoprotein component,True,1
NCU02570,8480,WD domain-containing protein,True,1
NCU02568,8481,Uncharacterized protein,False,1
NCU02567,8482,Uncharacterized protein,False,1
NCU02562,8483,Major facilitator superfamily (MFS) profile domain-containing protein,False,1
NCU02561,8484,Uncharacterized protein,False,1
NCU02560,8485,Clavaminate synthase-like protein,False,1
NCU02554,8486,Golgi complex component,False,1
NCU02553,8487,DUF3752 domain-containing protein,True,1
NCU02552,8488,RING-8 protein,False,1
NCU02550,8489,Alpha-galactosidase,False,1
NCU02543,8490,Aspartate aminotransferase,False,1
NCU02540,8491,Meiotic expression up-regulated protein 14,False,1
NCU02535,8492,Uncharacterized protein,False,1
NCU02529,8493,Uncharacterized protein,False,1
NCU02527,8494,BTB domain-containing protein,True,1
NCU02526,8495,Uncharacterized protein,False,1
NCU02523,8496,Uncharacterized protein,True,1
NCU02522,8497,Major facilitator superfamily (MFS) profile domain-containing protein,True,1
NCU02521,8498,2EXR domain-containing protein,False,1
NCU02520,8499,Thioredoxin,False,1
NCU02519,8500,Uncharacterized protein,True,1
NCU02517,8501,Uncharacterized protein,True,1
NCU02516,8502,Glycoside hydrolase 131 catalytic N-terminal domain-containing protein,False,1
NCU02512,8503,Uncharacterized protein,False,1
NCU00697,8504,Uncharacterized protein,False,1
NCU00695,8505,FAS1 domain-containing protein,True,1
NCU00690,8506,Ribonuclease P complex subunit Pop1,False,1
NCU00688,8507,DNA recombination and repair protein Rad51-like C-terminal domain-containing protein,False,1
NCU00687,8508,Pal1-domain-containing protein,True,1
NCU00681,8509,GTPase activating protein,False,1
NCU00680,8510,2-methylcitrate dehydratase,False,1
NCU00677,8511,Phenylacetyl-CoA ligase,True,1
NCU00676,8512,F1-ATP synthase assembly protein,False,1
NCU00674,8513,Uncharacterized protein,False,1
NCU00666,8514,Uncharacterized protein,False,1
NCU00663,8515,Uncharacterized protein,False,1
mb-3,8516,Male barren-3 protein,False,1
NCU00654,8517,Uncharacterized protein,False,1
NCU00653,8518,Uncharacterized protein,False,1
mb-2,8519,Male barren-2 protein,False,1
NCU00648,8520,Choline transporter,False,1
NCU00645,8521,Uncharacterized protein,False,1
NCU00644,8522,ATP synthase subunit G,True,1
NCU00640,8523,Uncharacterized protein,False,1
NCU00638,8524,Uncharacterized protein,True,1
NCU00634,8525,Ribosomal protein L14,False,1
NCU00633,8526,LYC1 C-terminal domain-containing protein,False,1
NCU00632,8527,Type I phosphodiesterase/nucleotide pyrophosphatase,False,1
NCU00630,8528,Fucose-specific lectin,False,1
NCU00627,8529,DUF8035 domain-containing protein,True,1
NCU00623,8530,Integral membrane protein,False,1
NCU00620,8531,Uncharacterized protein,True,1
NCU00619,8532,Uncharacterized protein,False,1
NCU00611,8533,DNA/RNA-binding domain-containing protein,False,1
NCU00608,8534,AMP-binding enzyme,True,1
NCU00607,8535,Uncharacterized protein,True,1
NCU00606,8536,Short-chain alcohol dehydrogenase,False,1
NCU00604,8537,RNA 3'-terminal phosphate cyclase domain-containing protein,True,1
NCU00603,8538,Uncharacterized protein,False,1
NCU00597,8539,Deoxyribose-phosphate aldolase 2,False,1
NCU00596,8540,Lipoyltransferase,False,1
NCU00594,8541,Uncharacterized protein,True,1
NCU00590,8542,Pyridoxamine 5'-phosphate oxidase N-terminal domain-containing protein,False,1
NCU00589,8543,Auxin Efflux Carrier superfamily protein,False,1
NCU00584,8544,Thioesterase domain-containing protein,False,1
NCU00583,8545,Uncharacterized protein,True,1
NCU00581,8546,holo-[acyl-carrier-protein] synthase,True,1
NCU00580,8547,Acyl-CoA thioesterase,True,1
B24N11.060,8548,Uncharacterized protein NCU11158,False,1
NCU01548,8549,Inhibitor I9 domain-containing protein,False,1
B2A19.060,8550,Uncharacterized protein B2A19.060,False,1
het-6,8551,"Heterokaryon incompatibility protein 6, OR allele",False,1
NCU09505,8552,Uncharacterized protein,False,1
NCU09162,8553,WD repeat protein,False,1
NCU05670,8554,Uncharacterized protein,False,1
NCU16616,8555,Uncharacterized protein,False,1
NCU07827,8556,Ricin B lectin domain-containing protein,False,1
NCU06435,8557,VPS9 domain-containing protein,False,1
NCU16633,8558,Uncharacterized protein,False,1
NCU05671,8559,Uncharacterized protein,False,1
NCU16617,8560,AB hydrolase-1 domain-containing protein,False,1
NCU05718,8561,Uncharacterized protein,True,1
NCU06206,8562,Uncharacterized protein,True,1
NCU06220,8563,Uncharacterized protein,False,1
NCU07846,8564,C2H2-type domain-containing protein,True,1
NCU16646,8565,Serine/threonine-protein kinase ppk6,False,1
NCU16625,8566,Uncharacterized protein,False,1
NCU16648,8567,Uncharacterized protein,False,1
NCU00024,8568,Yippee zinc-binding protein,True,1
NCU16634,8569,Uncharacterized protein,False,1
NCU16652,8570,Filamentation protein,False,1
NCU16641,8571,Uncharacterized protein,False,1
NCU00068,8572,Uncharacterized protein,False,1
NCU16643,8573,Uncharacterized protein,False,1
NCU16645,8574,Uncharacterized protein,False,1
NCU00109,8575,TipA protein,True,1
NCU06251,8576,KH domain RNA-binding protein,False,1
NCU00125,8577,Uncharacterized protein,False,1
NCU06258,8578,DRBM domain-containing protein,False,1
NCU06267,8579,Autophagy protein 16,True,1
NCU00137,8580,SsDNA binding protein,False,1
NCU00006,8581,SH3 domain-containing protein,False,1
NCU00060,8582,WW domain-containing protein,False,1
NCU00215,8583,N-acetylglucosamine-induced protein 1,True,1
NCU16653,8584,Uncharacterized protein,False,1
NCU00222,8585,Erythromycin esterase,False,1
NCU00239,8586,AMP binding domain-containing protein,True,1
NCU16673,8587,Uncharacterized protein,False,1
NCU16677,8588,Uncharacterized protein,False,1
NCU00161,8589,Uncharacterized protein,False,1
NCU00196,8590,Rho GTPase activator,True,1
tim23,8591,Mitochondrial import inner membrane translocase subunit tim23,False,1
NCU00201,8592,Uncharacterized protein,False,1
NCU11182,8593,AlkB protein,False,1
NCU16683,8594,Uncharacterized protein,False,1
NCU00223,8595,BZIP transcription factor,True,1
NCU16684,8596,Uncharacterized protein,False,1
NCU15830,8597,Uncharacterized protein,False,1
NCU00432,8598,ADF-H domain-containing protein,True,1
NCU00282,8599,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU00450,8600,Sucrose transporter,False,1
NCU00459,8601,Uncharacterized protein,False,1
NCU00497,8602,WD40 domain-containing protein,False,1
NCU16681,8603,Uncharacterized protein,False,1
NCU00398,8604,Ubiquitin carboxyl-terminal hydrolase 19,True,1
NCU16690,8605,Uncharacterized protein,False,1
NCU16695,8606,Uncharacterized protein,False,1
NCU08227,8607,Concanavalin A-like lectin/glucanase,True,1
NCU16704,8608,Uncharacterized protein,False,1
NCU16710,8609,Uncharacterized protein,False,1
NCU08784,8610,NAD(P)-binding protein,False,1
NCU08779,8611,CBM21 domain-containing protein,False,1
NCU10567,8612,Carbohydrate-binding module family 50 protein,False,1
NCU07514,8613,Transcription factor hoxa13,False,1
NCU16705,8614,Chromo domain-containing protein,False,1
NCU08559,8615,Uncharacterized protein,False,1
NCU08537,8616,NACHT domain-containing protein,True,1
NCU16713,8617,Uncharacterized protein,False,1
NCU11292,8618,Uncharacterized protein,False,1
NCU05723,8619,Uncharacterized protein,False,1
pan-3,8620,Pantotheic acid-3 protein,False,1
thi-4,8621,Thiamine-4,False,1
NCU16630,8622,Chromo domain-containing protein,False,1
NCU06445,8623,DUF1941-domain-containing protein,True,1
NCU06467,8624,DUF8383 domain-containing protein,True,1
NCU16638,8625,DSBA family oxidoreductase,False,1
NCU06509,8626,Uncharacterized protein,False,1
NCU06201,8627,Cell wall biogenesis protein Ecm15,False,1
NCU00028,8628,S-(Hydroxymethyl)glutathione dehydrogenase,False,1
NCU16649,8629,Uncharacterized protein,False,1
qip,8630,QDE-2-interacting protein,False,1
NCU00091,8631,Uncharacterized protein,False,1
NCU16656,8632,ARM repeat-containing protein,False,1
NCU00124,8633,Mediator complex subunit 15 KIX domain-containing protein,False,1
NCU16661,8634,Uncharacterized protein,False,1
NCU00144,8635,BHLH domain-containing protein,False,1
bud4,8636,GTP binding protein,False,1
NCU16664,8637,Uncharacterized protein,False,1
NCU00207,8638,Oxidoreductase,False,1
NCU16668,8639,N-acetyltransferase domain-containing protein,False,1
NCU00224,8640,Uncharacterized protein,False,1
NCU00244,8641,Glycosyl transferase,False,1
NCU16678,8642,Uncharacterized protein,False,1
NCU00370,8643,Uncharacterized protein,False,1
NCU16680,8644,Uncharacterized protein,False,1
NCU00422,8645,Curved DNA-binding protein,True,1
NCU00443,8646,Ran-specific GTPase-activating protein 1,False,1
NCU00458,8647,Uncharacterized protein,False,1
NCU00490,8648,DUF803 domain membrane protein,False,1
NCU08986,8649,Uncharacterized protein,False,1
NCU09005,8650,Uncharacterized protein,False,1
NCU15833,8651,F-box domain-containing protein,False,1
NCU16702,8652,Uncharacterized protein,False,1
NCU16707,8653,Uncharacterized protein,False,1
NCU08550,8654,BTB domain-containing protein,False,1
NCU08793,8655,Uncharacterized protein,False,1
NCU16715,8656,Uncharacterized protein,False,1
NCU16718,8657,Uncharacterized protein,False,1
NCU16606,8658,AB hydrolase-1 domain-containing protein,False,1
NCU16614,8659,Uncharacterized protein,False,1
NCU16615,8660,Uncharacterized protein,False,1
NCU16618,8661,Secreted protein,False,1
NCU16623,8662,Aminoglycoside phosphotransferase domain-containing protein,False,1
NCU16631,8663,Autophagy-related protein 1,False,1
NCU16632,8664,Uncharacterized protein,False,1
NCU16639,8665,Uncharacterized protein,False,1
NCU06224,8666,RING-box protein 1,False,1
NCU00033,8667,Integral membrane protein,False,1
NCU00135,8668,Phosphatidyl synthase,False,1
NCU00221,8669,Uncharacterized protein,False,1
NCU16670,8670,Uncharacterized protein,False,1
NCU00246,8671,Rhodopsin domain-containing protein,False,1
NCU00262,8672,Glutamine amidotransferase domain-containing protein,True,1
NCU00401,8673,S-adenosyl-L-methionine-dependent methyltransferase,False,1
NCU16685,8674,Uncharacterized protein,False,1
NCU16703,8675,Uncharacterized protein,False,1
NCU16716,8676,Uncharacterized protein,False,1
NCU09147,8677,Uncharacterized protein,True,1
NCU16611,8678,Uncharacterized protein,False,1
NCU16627,8679,Uncharacterized protein,False,1
NCU00046,8680,Leucine Rich Repeat domain-containing protein,True,1
NCU00089,8681,MYND domain-containing protein,False,1
NCU16659,8682,Uncharacterized protein,False,1
NCU15831,8683,DUF8004 domain-containing protein,False,1
NCU16676,8684,Uncharacterized protein,False,1
NCU00326,8685,Calcium homeostasis protein Regucalcin,False,1
NCU16682,8686,PXA domain-containing protein,False,1
NCU00420,8687,Uncharacterized protein,True,1
NCU00474,8688,Uncharacterized protein,False,1
NCU16686,8689,Uncharacterized protein,False,1
NCU08995,8690,Dual specificity phosphatase,False,1
NCU16688,8691,Uncharacterized protein,False,1
NCU16701,8692,Uncharacterized protein,False,1
NCU16706,8693,Chromo domain-containing protein,False,1
NCU16708,8694,Uncharacterized protein,False,1
NCU16714,8695,Uncharacterized protein,False,1
NCU17155,8696,MFS general substrate transporter,False,1
NCU17161,8697,Uncharacterized protein,False,1
NCU12050,8698,Uncharacterized protein,False,1
NCU17170,8699,Uncharacterized protein,False,1
NCU17172,8700,Uncharacterized protein,False,1
NCU17176,8701,Alpha/beta hydrolase,False,1
NCU12039,8702,Uncharacterized protein,False,1
NCU09573,8703,Uncharacterized protein,False,1
NCU12034,8704,Uncharacterized protein,False,1
NCU17188,8705,Secreted protein,False,1
NCU10015,8706,Methanesulfonate monooxygenase,False,1
NCU10057,8707,Uncharacterized protein,False,1
NCU12024,8708,Uncharacterized protein,False,1
NCU12021,8709,Uncharacterized protein,False,1
NCU17205,8710,Uncharacterized protein,False,1
NCU06076,8711,DUF1748-domain-containing protein,False,1
NCU17225,8712,Uncharacterized protein,False,1
NCU17244,8713,Uncharacterized protein,False,1
NCU17154,8714,Uncharacterized protein,False,1
NCU09271,8715,Uncharacterized protein,False,1
NCU02310,8716,Uncharacterized protein,False,1
NCU09441,8717,Uncharacterized protein,False,1
NCU12051,8718,Uncharacterized protein,False,1
NCU11000,8719,Hpc2-related domain-containing protein,False,1
NCU06867,8720,Microbial-type PARG catalytic domain-containing protein,True,1
NCU02258,8721,Uncharacterized protein,False,1
NCU06877,8722,CRAL/TRIO domain-containing protein,False,1
NCU12044,8723,Uncharacterized protein,False,1
NCU06930,8724,Uncharacterized protein,False,1
NCU17257,8725,Major facilitator superfamily (MFS) profile domain-containing protein,False,1
NCU12040,8726,Uncharacterized protein,False,1
NCU17260,8727,Uncharacterized protein,False,1
NCU17264,8728,Uncharacterized protein,False,1
NCU17269,8729,Oligopeptide transporter OPT,False,1
NCU17187,8730,Transmembrane protein,False,1
NCU05791,8731,SOM1 protein,False,1
NCU12025,8732,Uncharacterized protein,False,1
NCU12022,8733,Uncharacterized protein,False,1
NCU17203,8734,Uncharacterized protein,False,1
NCU06081,8735,Uncharacterized protein,False,1
NCU06069,8736,Uncharacterized protein,True,1
NCU05822,8737,Methyltransferase,True,1
NCU17281,8738,Uncharacterized protein,False,1
NCU17224,8739,Uncharacterized protein,False,1
NCU05877,8740,Uncharacterized protein,False,1
NCU17057,8741,Uncharacterized protein,False,1
NCU02431,8742,RING-14 protein,False,1
NCU07077,8743,Uncharacterized protein,False,1
NCU17231,8744,Uncharacterized protein,False,1
NCU17060,8745,DRAP deaminase,False,1
NCU17064,8746,5-nitroimidazole antibiotic resistance protein,False,1
NCU17232,8747,Uncharacterized protein,False,1
NCU17066,8748,Uncharacterized protein,False,1
NCU04774,8749,Uncharacterized protein,False,1
NCU02335,8750,Short chain dehydrogenase,False,1
NCU04807,8751,Universal stress protein family domain-containing protein,False,1
NCU02316,8752,Uncharacterized protein,False,1
NCU12086,8753,Uncharacterized protein,False,1
NCU04835,8754,Heterokaryon incompatibility domain-containing protein,False,1
NCU12092,8755,Uncharacterized protein,False,1
NCU17087,8756,Uncharacterized protein,False,1
NCU05574,8757,N-acetyltransferase domain-containing protein,False,1
pex31,8758,Peroxisomal membrane protein PEX31,False,1
NCU08163,8759,DUF1742-domain-containing protein,True,1
NCU17263,8760,Uncharacterized protein,False,1
NCU17101,8761,Uncharacterized protein,False,1
